run_label,sae_release,sae_id,feature_id,feature_name,probe_a_auc,probe_b_auc,probe_c_auc,n_pos_train,n_pos_test,n_total_train,n_total_test
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,513,Feature 513,0.9953878427398927,0.9973456789295752,0.9954287465545731,3502,865,7004,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,514,Feature 514,0.7719609667662736,0.8430455549553497,0.7636121670030201,20364,4426,40728,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,515,Feature 515,0.9394153842342489,0.9971890227191438,0.9352182341528824,87,11,174,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,516,Feature 516,0.894921655830388,0.915035238413227,0.8906374170479675,3710,1040,7420,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,517,Feature 517,0.9972700782809182,0.9990473513911411,0.9972754283108084,3915,1101,7830,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,518,Feature 518,0.7544118460137741,0.8791402469625607,0.7512971413481722,11893,2016,23786,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,519,Feature 519,0.9666846416870335,0.9781706004726389,0.9699182438632884,298,86,596,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,520,Feature 520,0.9273526768302243,0.9460761980256052,0.9254166001924383,17975,4154,35950,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,521,Feature 521,0.8613984459671489,0.8841397773137378,0.8676197898226278,7860,1929,15720,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,522,Feature 522,0.9270819399052829,0.9326151735983028,0.9310699183341595,6563,1603,13126,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,523,Feature 523,0.7896116537314906,0.8529287920787004,0.7895740846907707,7752,2098,15504,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,524,Feature 524,0.8493157766414393,0.8869795614140539,0.8504271093623067,34007,7972,68014,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,525,Feature 525,0.920146172931784,0.9444733042165748,0.9206300447930463,2015,480,4030,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,526,Feature 526,,,,47,2,0,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,527,Feature 527,0.9870633634592849,0.9915808872940528,0.9851282092996079,1823,409,3646,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,528,Feature 528,0.8096584525257489,0.8505458786371178,0.8133412577547205,2051,324,4102,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,529,Feature 529,0.8312916722887685,0.8710402314234176,0.8200096880884775,16271,4258,32542,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,530,Feature 530,0.6697791957991119,0.8078077861003444,0.6764092417878701,610,41,1220,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,531,Feature 531,0.958586373477373,0.9911204393580906,0.9555320486286774,294,80,588,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,532,Feature 532,0.9570041616660165,0.9706118906289075,0.9619816398654966,142,211,284,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,533,Feature 533,0.9283006567644247,0.9175382706026598,0.926554324208261,6398,1821,12796,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,534,Feature 534,0.9659374233901997,0.9792743160898633,0.9643838555896361,3358,888,6716,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,535,Feature 535,0.9744702695857594,0.9884783080160088,0.9748256521760206,2167,562,4334,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,536,Feature 536,0.9936808745850133,0.9967842314052372,0.9941678810176784,282,74,564,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,537,Feature 537,0.9753982230366798,0.9720712981163722,0.9754290513856283,14624,3808,29248,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,538,Feature 538,0.8802310962763479,0.9297354047815943,0.8927182747803659,22541,5908,45082,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,539,Feature 539,0.9979305309078457,0.9984968322970328,0.9977120501659898,662,167,1324,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,540,Feature 540,0.8770479020315529,0.8871325051808747,0.8730536192721617,2820,664,5640,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,541,Feature 541,0.908960913325495,0.9146318254291863,0.9081148077461675,6134,1183,12268,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,542,Feature 542,0.8834893133106974,0.9313591751289091,0.8803039411339327,6527,1333,13054,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,543,Feature 543,0.9435498521106673,0.969992038461864,0.9433776121741304,2867,662,5734,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,544,Feature 544,0.937285260184712,0.9501263883517161,0.9387221702654887,3946,986,7892,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,545,Feature 545,0.8127450538584748,0.8068217029653127,0.8205352906817851,1260,480,2520,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,546,Feature 546,0.9394798308945124,0.9515627069084188,0.9391758353304348,3525,932,7050,587141
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,547,Feature 547,0.9814361679132964,0.9807324233368935,0.9812419792392222,3300,832,6600,587141
